,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
613,Feedback,Kanye West,147240,8,0,4,0.563,0.811,0.566,0.0,0.104,-6.033,0.517,0.169,100.224,62,spotify:track:49fT6owWuknekShh9utsjv
614,Highlights,Kanye West,199867,2,1,4,0.00572,0.547,0.626,0.0,0.313,-6.244,0.208,0.346,101.971,61,spotify:track:4qYLPta5HZ36idWiXtqh7B
615,Freestyle 4,Kanye West,123387,9,0,4,0.0449,0.564,0.537,0.0,0.0907,-8.381,0.095,0.459,126.036,59,spotify:track:6wfzokDylbrJzrJcpnBkcy
616,I Love Kanye,Kanye West,44827,5,1,4,0.594,0.756,0.374,0.0,0.217,-7.966,0.741,0.966,80.326,59,spotify:track:5CGS4UovzA7ftCJkLVXQju
617,Waves,Kanye West,181573,10,1,4,0.0528,0.557,0.586,7.33e-06,0.339,-4.57,0.0382,0.0681,96.091,72,spotify:track:3nAq2hCr1oWsIU54tS98pL
618,FML,Kanye West,236120,5,1,4,0.329,0.527,0.415,0.0,0.195,-7.184,0.131,0.12,125.357,68,spotify:track:30Zcjs7pgEkmJA1lEbGSWT
619,Real Friends,Kanye West,251573,6,0,4,0.262,0.441,0.744,0.000382,0.138,-6.248,0.476,0.124,81.396,68,spotify:track:66Q3fAmSX5eHamgbKa9alP
620,Wolves,Kanye West,301587,1,1,4,0.219,0.395,0.392,0.00173,0.134,-8.034,0.0925,0.103,155.856,72,spotify:track:432hUIl3ISDeytYW5XBQ5h
621,Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,56560,9,1,4,0.982,0.788,0.409,0.000203,0.11,-11.917,0.881,0.925,72.623,54,spotify:track:1ZnA4VYOlYIShuGt60LmCs
622,No More Parties In LA,Kanye West,374413,5,1,4,0.246,0.508,0.921,0.0,0.221,-1.644,0.303,0.681,93.058,66,spotify:track:0zLClc0emc6qUeV1p5nc99
623,Facts (Charlie Heat Version),Kanye West,200733,1,0,4,0.0518,0.777,0.662,0.0,0.168,-3.761,0.143,0.4,142.059,61,spotify:track:3MnbXlC1N7GdS9M8HzA6no
624,Saint Pablo,Kanye West,372113,2,0,4,0.282,0.461,0.772,0.0,0.178,-3.98,0.375,0.414,167.018,65,spotify:track:1o0kWPueYo94LIjPYOE5Nf
625,Dark Fantasy,Kanye West,280787,5,1,4,0.274,0.59,0.587,0.0,0.167,-5.919,0.0457,0.367,88.015,68,spotify:track:7yNK27ZTpHew0c55VvIJgm
626,Gorgeous,Kanye West,357653,1,0,4,0.0207,0.603,0.713,0.000179,0.431,-3.625,0.0317,0.12,91.953,68,spotify:track:23SZWX2IaDnxmhFsSLvkG2
627,POWER,Kanye West,292093,0,0,4,0.0162,0.543,0.915,0.0,0.744,-4.746,0.113,0.577,153.998,78,spotify:track:2gZUPNdnz5Y45eiGxpHGSc
628,All Of The Lights,Kanye West,299613,1,1,4,0.0796,0.541,0.803,1.71e-05,0.176,-3.284,0.0738,0.221,142.135,75,spotify:track:22L7bfCiAkJo5xGSQgmiIO
629,Monster,Kanye West,378893,2,1,5,0.00244,0.628,0.692,0.013,0.668,-5.64,0.202,0.0964,124.791,71,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK
630,So Appalled,Kanye West,397667,1,0,4,0.255,0.629,0.754,0.0,0.63,-5.873,0.289,0.58,87.07,62,spotify:track:6K07Ahf6V7CAQn0ikrOztl
631,Devil In A New Dress,Kanye West,351947,8,0,4,0.0175,0.433,0.76,0.0,0.158,-4.935,0.0726,0.205,79.789,68,spotify:track:1UGD3lW3tDmgZfAVDh6w7r
632,Runaway,Kanye West,547733,1,0,4,0.218,0.571,0.568,0.0021,0.512,-3.827,0.0703,0.109,86.986,73,spotify:track:3DK6m7It6Pw857FcQftMds
633,Hell Of A Life,Kanye West,327787,8,1,4,0.00142,0.449,0.813,0.000172,0.106,-5.478,0.129,0.452,177.962,61,spotify:track:3rCNmRonlHN1TXQLcG3dSk
634,Yikes,Kanye West,188773,1,0,4,0.15,0.683,0.776,0.0,0.227,-3.251,0.341,0.223,173.996,69,spotify:track:1qsHYUd2c1wFGcn7e63QmG
635,No Mistakes,Kanye West,123040,10,0,4,0.0393,0.643,0.646,0.0,0.109,-2.442,0.0629,0.35,80.174,61,spotify:track:35KV2Nuib6jPMVN00O8iba
636,Ghost Town,Kanye West,271387,7,0,4,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,0.297,83.378,71,spotify:track:7vgTNTaEz3CsBZ1N4YQalM
637,On Sight,Kanye West,156480,9,0,4,0.487,0.608,0.469,0.0,0.28,-3.182,0.325,0.515,102.528,56,spotify:track:1gqkRc9WtOpnGIqxf2Hvzr
638,Black Skinhead,Kanye West,188013,1,1,4,0.00112,0.766,0.821,0.0,0.168,-6.124,0.268,0.299,130.073,75,spotify:track:722tgOgdIbNe3BEyLnejw4
639,I Am A God,Kanye West,231507,4,0,4,0.0366,0.506,0.532,0.000783,0.165,-7.403,0.0713,0.303,111.829,58,spotify:track:0HMCdlOPJkAGlB0MlSWIcO
640,New Slaves,Kanye West,256093,1,1,4,0.166,0.579,0.59,1.09e-05,0.096,-4.322,0.0708,0.361,150.189,63,spotify:track:4cAgkb0ifwn0FSHGXnr4F6
641,Hold My Liquor,Kanye West,326947,8,1,4,0.0199,0.495,0.322,7.61e-06,0.115,-10.36,0.0337,0.0399,106.992,63,spotify:track:5nIu0VwPOsjkF61zfevLKh
642,I'm In It,Kanye West,234853,1,1,4,0.141,0.486,0.604,0.0,0.0668,-4.591,0.344,0.45,170.312,57,spotify:track:52NmkyHsGsHGb1UX8fTkMg
643,Blood On The Leaves,Kanye West,359800,2,0,4,0.396,0.454,0.69,0.0,0.101,-4.108,0.157,0.37,171.989,66,spotify:track:42GcjriRK6srwHkfbkBqVl
644,Guilt Trip,Kanye West,243747,4,0,4,0.159,0.439,0.666,1.03e-05,0.129,-6.078,0.0754,0.579,137.9,55,spotify:track:5nPOM0nFRAJ3XI8xCxNAzO
645,Send It Up,Kanye West,178040,9,1,4,0.292,0.624,0.544,7.41e-05,0.282,-5.193,0.34,0.363,93.585,57,spotify:track:3RKblQNJs8HPvWBgXmq6nn
646,Bound 2,Kanye West,229147,1,1,4,0.145,0.365,0.666,0.0,0.113,-2.821,0.0471,0.311,149.445,70,spotify:track:3sNVsP50132BTNlImLx70i
647,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,310720,1,1,4,0.0152,0.587,0.698,0.0,0.442,-8.948,0.0943,0.0985,133.954,65,spotify:track:712uvW1Vezq8WpQi38v2L9
648,Backseat Freestyle,Kendrick Lamar,212653,1,1,4,0.000739,0.546,0.651,0.0,0.235,-7.601,0.3,0.646,77.878,67,spotify:track:3aGibUHhQyBsyumYHylw0K
649,Money Trees,Kendrick Lamar,386907,7,1,4,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,0.344,71.994,63,spotify:track:0AOvNRgl0SMfOibWA5bP8o
650,Poetic Justice,Kendrick Lamar,300160,6,0,4,0.157,0.779,0.572,0.0,0.246,-9.985,0.378,0.647,135.956,68,spotify:track:2P3SLxeQHPqh8qKB6gtJY2
651,m.A.A.d city,Kendrick Lamar,350120,2,1,4,0.0538,0.487,0.729,4.07e-06,0.44,-6.815,0.271,0.217,91.048,65,spotify:track:2cDCojn6uIBM6A5xTAbl3H
652,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,313787,1,1,4,0.123,0.716,0.485,2.69e-05,0.604,-7.745,0.404,0.26,74.132,65,spotify:track:5ujh1I7NZH5agbwf7Hp8Hc
653,Compton,Kendrick Lamar,248093,1,0,4,0.0815,0.342,0.907,0.0,0.383,-4.432,0.415,0.225,170.38,53,spotify:track:1wf4LnpdAhLaoI2WwYDKAE
654,The Recipe - Bonus Track,Kendrick Lamar,352853,11,0,4,0.000589,0.759,0.782,0.0,0.35,-6.975,0.0741,0.507,131.04,61,spotify:track:1eRBW1HcyM1zPlxO26cScZ
655,The Recipe (Black Hippy Remix) - Bonus Track,Kendrick Lamar,262920,1,0,4,0.000588,0.723,0.758,0.0,0.357,-7.303,0.148,0.628,131.051,53,spotify:track:5UHjWOJA6MDl1g3x2HC68V
656,Michael Jordan,Kendrick Lamar,350699,9,1,4,0.0759,0.713,0.803,0.0,0.129,-5.311,0.287,0.522,153.987,45,spotify:track:1oH44ACGSLbJGcbw2JLQOt
657,H.O.C,Kendrick Lamar,316976,2,1,4,0.105,0.613,0.591,0.0,0.191,-8.58,0.391,0.371,77.124,44,spotify:track:0bP9mtOuBLMQ7L0DP2wPwj
658,A.D.H.D,Kendrick Lamar,215509,9,1,4,0.33,0.609,0.799,0.0,0.108,-6.883,0.24,0.582,157.74,70,spotify:track:2Fw5S2gaOSZzdN5dFoC2dj
659,Ronald Reagan Era,Kendrick Lamar,216900,1,0,4,0.0152,0.424,0.828,0.0,0.389,-4.991,0.335,0.3,167.469,55,spotify:track:71d1KcqByBe8cl0NhFUKVU
660,Rigamortus,Kendrick Lamar,168591,2,1,4,0.24,0.52,0.807,0.00257,0.199,-6.281,0.409,0.628,178.012,64,spotify:track:2lD6AoA8qf2t4Dkf2TcmNK
661,Kush & Corinthians (feat. BJ The Chicago Kid),Kendrick Lamar,304668,1,1,4,0.726,0.383,0.731,0.0,0.504,-5.996,0.201,0.306,176.781,50,spotify:track:2QVYTN3Z0IGLVF7YEQN5EJ
662,Blow My High (Members Only),Kendrick Lamar,215792,9,0,4,0.316,0.959,0.524,0.0,0.274,-8.145,0.274,0.84,119.933,58,spotify:track:1FRF0NHXBW4ecdulGkTzJY
663,HiiiPower,Kendrick Lamar,279855,6,0,4,0.179,0.695,0.827,0.0,0.283,-5.742,0.282,0.538,81.024,61,spotify:track:4WEuEfFiczWxblHyuucSBL
664,King Kunta,Kendrick Lamar,234693,6,0,4,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,0.489,107.059,74,spotify:track:0N3W5peJUQtI4eyR6GJT5O
665,Alright,Kendrick Lamar,219333,7,1,4,0.0742,0.796,0.766,0.0,0.0827,-5.974,0.238,0.558,110.034,73,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs
666,Hood Politics,Kendrick Lamar,292520,6,0,4,0.145,0.731,0.661,0.0,0.12,-6.562,0.376,0.369,87.912,60,spotify:track:2UOYzhusMTypF7oAQwksCj
667,The Blacker The Berry,Kendrick Lamar,328827,10,0,4,0.00713,0.553,0.852,0.0,0.463,-4.08,0.305,0.27,176.058,61,spotify:track:5Mtt6tZSZA9cXTHGSGpyh0
668,i,Kendrick Lamar,336013,8,1,4,0.708,0.541,0.809,0.0,0.72,-4.286,0.324,0.753,120.094,64,spotify:track:3ODXRUPL44f04cCacwiCLC
669,Mortal Man,Kendrick Lamar,727107,10,0,4,0.665,0.567,0.525,0.0,0.708,-9.043,0.75,0.416,86.935,54,spotify:track:1WT11QmhZutciEv1NsHt1R
670,untitled 01 | 08.19.2014.,Kendrick Lamar,247747,2,1,4,0.321,0.57,0.584,0.0,0.0868,-11.708,0.405,0.107,102.19,49,spotify:track:6OkOFxU6j0UufR97VgSnS7
671,untitled 02 | 06.23.2014.,Kendrick Lamar,258827,5,1,3,0.341,0.667,0.508,0.0,0.644,-10.337,0.451,0.093,89.436,61,spotify:track:3I0FBDc1c1BLNtXWKVjmFg
672,untitled 07 | 2014 - 2016,Kendrick Lamar,496173,6,0,4,0.732,0.567,0.463,0.0,0.709,-11.669,0.504,0.324,126.982,60,spotify:track:40IQooNkPRVtn4zlE3ZFpA
673,Demolition 1 + 2,KEY!,157975,11,1,3,0.019,0.799,0.706,0.0,0.342,-4.231,0.107,0.51,158.092,46,spotify:track:6xKViainsWxVbLpKI23dXo
674,Hater,KEY!,126857,11,0,4,0.0259,0.903,0.581,0.0,0.0932,-5.702,0.173,0.592,139.981,33,spotify:track:25iUMr7rTMLbED3vh1GmH4
675,Blurry,KEY!,128000,8,1,4,0.241,0.886,0.462,0.000549,0.151,-6.216,0.215,0.466,74.974,32,spotify:track:4PluHKrlFBt3L3XLU6coTV
676,Boss,KEY!,121690,0,1,4,0.386,0.886,0.7,8.28e-05,0.0767,-4.796,0.083,0.658,142.057,33,spotify:track:0Srmj16wyxQmobb5HeErkz
677,Move,KEY!,127059,5,0,4,0.0737,0.953,0.644,0.0,0.0996,-4.743,0.112,0.209,136.01,36,spotify:track:2XMmU3mUzFSr4sF03A7A9v
678,Famous,KEY!,141000,0,1,4,0.11,0.784,0.802,0.00459,0.225,-4.373,0.131,0.384,160.151,31,spotify:track:5ylFM2iH6Szli4mcnfabLJ
679,It Gets Better,KEY!,160000,8,1,4,0.0702,0.898,0.675,0.0,0.0819,-4.677,0.337,0.866,156.014,37,spotify:track:6P6nVkT40WnIxRItupwfNx
680,Kelly Price Freestyle,KEY!,134118,9,0,4,0.123,0.951,0.631,0.0,0.092,-5.131,0.08,0.734,135.995,35,spotify:track:1DIWZ6kg68FEooc08cZ8Kv
681,Love On Ice,KEY!,130612,1,0,4,0.0511,0.922,0.67,0.000112,0.221,-4.041,0.149,0.544,146.899,32,spotify:track:39FtDqUjYiEnTcP70p8fDT
682,Dig It,KEY!,179200,0,1,4,0.00884,0.911,0.649,2.23e-05,0.0891,-4.788,0.186,0.718,149.949,38,spotify:track:1GMMESPIgMlzYOrIp8CT8w
683,Toronto,KEY!,153537,2,1,4,0.0704,0.843,0.685,0.000172,0.0869,-5.781,0.263,0.5,162.906,44,spotify:track:4Mbjhgc5fPGA2XIdt3yuKz
684,Control,KEY!,160000,10,0,4,0.102,0.929,0.64,1.51e-06,0.121,-3.936,0.175,0.801,144.012,29,spotify:track:1B2z4VmurCr4ajQzNvxW2L
685,Twisted,KEY!,138868,8,1,4,0.19,0.886,0.778,0.0,0.0664,-2.582,0.218,0.615,79.542,29,spotify:track:7ePv3ve5WR8x2Vq4xYwLqp
686,Squeamish,KEY!,101463,7,1,4,0.0434,0.861,0.621,1.16e-06,0.146,-4.659,0.0638,0.689,122.897,29,spotify:track:64UkjvZVg6QpzPFKupA4Lz
687,MOTHERLESS CHILD,KEY!,103240,1,0,4,0.383,0.703,0.654,0.00031,0.215,-6.536,0.155,0.401,143.964,26,spotify:track:1P2awDJXvDRDuYJNyStbBL
688,NATURALLY,KEY!,128667,1,1,4,0.204,0.85,0.699,1.38e-06,0.0781,-6.463,0.176,0.793,84.995,30,spotify:track:5OISWmWVLykMbeuiKRew7O
689,Feel The Love,KIDS SEE GHOSTS,165053,0,0,4,0.126,0.58,0.469,7.32e-05,0.099,-5.946,0.104,0.369,110.573,66,spotify:track:3aUFrxO1B8EW63QchEl3wX
690,Fire,KIDS SEE GHOSTS,140527,6,1,4,0.472,0.709,0.751,4.71e-06,0.182,-3.801,0.16,0.37,104.999,62,spotify:track:7oHkit3F3vimtsBbnZkU0G
691,4th Dimension,KIDS SEE GHOSTS,153351,1,1,4,0.278,0.765,0.542,1.87e-05,0.609,-6.755,0.39,0.734,171.945,69,spotify:track:6JyEh4kl9DLwmSAoNDRn5b
692,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,206605,9,0,4,0.00457,0.334,0.81,0.0,0.158,-4.855,0.0632,0.306,151.643,61,spotify:track:7GRTrWsP3yo2Fx8umJfA1X
693,Reborn,KIDS SEE GHOSTS,324674,0,1,4,0.339,0.585,0.597,0.0404,0.195,-7.499,0.037,0.227,100.051,74,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
694,Kids See Ghosts,KIDS SEE GHOSTS,245098,2,1,4,0.113,0.841,0.682,9.65e-05,0.131,-7.007,0.0458,0.338,94.985,63,spotify:track:2I3dW2dCBZAJGj5X21E53k
695,Cudi Montage,KIDS SEE GHOSTS,197001,8,0,4,0.401,0.729,0.504,1.44e-06,0.121,-6.784,0.0321,0.305,110.011,64,spotify:track:4kUZvXB3LC3an3HX6h0s17
696,Testimony,Kodak Black,240000,6,0,4,0.0369,0.814,0.667,0.0,0.11,-4.785,0.36,0.376,80.031,61,spotify:track:6Gg25EZRbQd4IHiJz2KSY0
697,Calling My Spirit,Kodak Black,152000,1,1,4,0.0996,0.91,0.366,0.0,0.261,-9.954,0.0941,0.74,119.985,76,spotify:track:2MShy1GSSgbmGUxADNIao5
698,Tunnel Vision,Kodak Black,268187,11,0,4,0.0576,0.497,0.489,9.91e-05,0.122,-7.724,0.294,0.231,171.853,74,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4
699,There He Go,Kodak Black,196113,4,0,4,0.115,0.794,0.608,0.0,0.11,-6.822,0.0437,0.316,138.042,55,spotify:track:6canmpFnLHVUzvVWAodifz
700,No Flockin',Kodak Black,165291,5,0,4,0.0673,0.943,0.595,0.0,0.0839,-8.372,0.191,0.815,117.532,71,spotify:track:34oWbFBfGEElvgO0a5c9V4
701,Business Is Business (Lil Baby & Gunna),Lil Baby,162268,7,0,4,0.288,0.821,0.636,0.0,0.104,-6.038,0.0899,0.4,142.008,62,spotify:track:7roKDmJDOzkpfGpUQJ5EnL
702,World Is Yours (Lil Baby & Gunna),Gunna,157199,6,1,4,0.113,0.834,0.557,0.0,0.0694,-7.148,0.543,0.575,109.867,56,spotify:track:0p0jvYdazuWBMC8QacxpUH
703,Drip Too Hard (Lil Baby & Gunna),Lil Baby,145543,1,0,4,0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,0.389,112.511,85,spotify:track:78QR3Wp35dqAhFEc2qAGjE
704,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,194732,1,0,4,0.0677,0.753,0.686,0.0,0.193,-5.415,0.284,0.886,132.055,74,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ
705,HOLOCAUST,Lil Darkie,315750,1,1,4,0.189,0.774,0.913,0.0,0.0769,-0.711,0.405,0.806,131.591,52,spotify:track:0HWjg2QtUEw6W6khLQ2rvc
706,ISIS TYPE BEAT,Lil Darkie,168500,10,0,4,0.629,0.677,0.961,0.0,0.278,0.803,0.294,0.52,149.125,45,spotify:track:5TXhrhNmLIIOAA1BJJMA7m
707,BAD KID,Lil Darkie,144500,1,1,4,0.451,0.729,0.977,0.0,0.477,-0.228,0.417,0.835,139.895,36,spotify:track:6cy2DbQv9lQ8mOf2GeCIrb
708,YEAR OF THE CAP,Lil Darkie,147246,1,0,4,0.015,0.77,0.936,0.0,0.431,-1.441,0.28,0.587,118.059,42,spotify:track:13YhC0cjI1F0oQGG5VUWHJ
709,I ONCE WAS...,Lil Darkie,191000,1,1,4,0.0845,0.504,0.743,0.0,0.0852,-2.22,0.349,0.254,160.796,35,spotify:track:59KR7TIHUE2gO2tlShacZE
710,LEARNING TO NOT GIVE A FUCK,Lil Darkie,306814,2,1,4,0.0778,0.559,0.919,0.0,0.0847,-0.458,0.409,0.445,112.924,39,spotify:track:2HLJXOVu3yjgUursl6gMDi
711,DARKIE STILL CANNOT RAP,Lil Darkie,370000,5,1,4,0.388,0.68,0.858,0.0,0.11,-1.801,0.367,0.37,89.809,43,spotify:track:2ITg4YCRsPuP3Nc0eUX2Bn
712,4 Gold Chains - (feat. Clams Casino),Lil Peep,209107,8,1,4,0.853,0.313,0.426,0.00037,0.181,-9.049,0.0435,0.107,95.159,62,spotify:track:2PlrYKsGndAMJ0qqVVPCoV
713,Benz Truck (гелик),Lil Peep,159987,2,0,4,0.0498,0.602,0.762,0.00819,0.121,-6.149,0.0347,0.112,92.02,74,spotify:track:3kBD2xHIqKWXjLAGidDTSz
714,Awful Things,Lil Peep,214427,1,0,4,0.0157,0.368,0.796,0.0,0.0694,-4.923,0.0823,0.181,170.033,74,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le
715,16 Lines,Lil Peep,244907,0,1,4,0.0663,0.607,0.45,1.12e-05,0.107,-8.507,0.0338,0.121,105.992,70,spotify:track:6akBF8JWM8lrpqejdwIfYI
716,Falling Down - Bonus Track,Lil Peep,196400,4,0,4,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,0.273,120.013,83,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9
717,AQUAFINA,Lil Peep,182560,1,0,4,0.0274,0.406,0.494,0.0,0.555,-9.117,0.0601,0.2,139.91,64,spotify:track:4nsn9ftA0W71lBXZLgGXho
718,white tee,Lil Peep,132227,11,1,4,0.268,0.812,0.541,0.0,0.071,-8.912,0.042,0.77,149.987,65,spotify:track:07stbgVp3PNKRk12IQ0ZCh
719,witchblades,Lil Peep,150160,8,1,4,0.0242,0.642,0.538,0.0,0.273,-7.206,0.0696,0.57,143.921,76,spotify:track:1Z8gpnzgTFQKAwmV43iLBB
720,Serious Shit,Lil Ugly Mane,216737,6,0,4,0.0189,0.505,0.878,0.0,0.0976,-7.697,0.384,0.726,137.977,41,spotify:track:521qLebnOvsIOtJKhQvGmi
721,Wishmaster,Lil Ugly Mane,239699,9,1,4,0.0205,0.453,0.838,0.0,0.34,-4.806,0.32,0.258,143.026,34,spotify:track:26NGPueEaeMC2zB10m7pcA
722,Cup Fulla Beetlejuice,Lil Ugly Mane,210233,7,1,4,3.63e-05,0.472,0.717,0.00105,0.161,-5.684,0.2,0.394,139.858,34,spotify:track:1LtUQEcqGcoRRBT4XCpNM6
723,Twistin,Lil Ugly Mane,261276,1,0,4,0.012,0.677,0.89,0.0,0.0979,-5.721,0.344,0.548,117.143,42,spotify:track:7E6GfNEX3RCq26vzS0PBly
724,Throw Dem Gunz,Lil Ugly Mane,207882,11,0,4,0.000628,0.54,0.498,0.00183,0.363,-9.085,0.181,0.373,118.211,47,spotify:track:0p0YxDOLc80Xfi5aXoj6xx
725,Canadian Goose,Lil Uzi Vert,218201,1,0,4,0.0855,0.776,0.537,0.0,0.103,-7.604,0.197,0.238,153.06,62,spotify:track:1MNdfH2KC5LdEde3JPJ513
726,Hi Roller,Lil Uzi Vert,276349,2,1,4,0.0307,0.8,0.562,0.0,0.243,-7.366,0.0961,0.147,132.081,61,spotify:track:69M9QCMsCQ5MLsw7BBW0rL
727,Money Longer,Lil Uzi Vert,198944,5,0,4,0.0541,0.795,0.568,0.0,0.108,-7.817,0.142,0.478,136.173,76,spotify:track:0B8QzDH7YWih85V5SEMnyJ
728,Grab the Wheel,Lil Uzi Vert,295680,5,0,4,0.388,0.748,0.48,0.0,0.139,-6.37,0.14,0.296,137.835,61,spotify:track:3aJ66zarLOVW4o2nPDxg0g
729,You Was Right,Lil Uzi Vert,163944,0,1,4,0.069,0.843,0.359,0.0,0.12,-7.417,0.461,0.156,81.987,73,spotify:track:2ANLarE8yHVsLWW21nj79M
730,Baby Are You Home,Lil Uzi Vert,230296,5,0,4,0.101,0.653,0.546,0.0,0.134,-8.818,0.282,0.462,149.975,59,spotify:track:6Q1NPLtp9IzcXmCutp3Qmo
731,Ps & Qs,Lil Uzi Vert,221538,11,0,4,0.235,0.522,0.428,2.35e-06,0.278,-11.332,0.143,0.399,129.829,70,spotify:track:1gGsNNUfvVMOv4llVMg8Vg
732,Team Rocket,Lil Uzi Vert,206106,4,0,4,0.0907,0.691,0.54,0.0,0.175,-8.818,0.0532,0.23,132.02,60,spotify:track:6FfyYWFEk4zd7CgvjBa2ZK
733,Scott and Ramona,Lil Uzi Vert,221362,10,1,4,0.0411,0.589,0.426,0.0,0.0995,-7.534,0.0695,0.169,132.886,58,spotify:track:7egGWCqoxtAuo7QgsWw3tm
734,Safe House,Lil Uzi Vert,235989,9,1,3,0.155,0.485,0.662,0.0,0.119,-5.172,0.243,0.287,104.717,50,spotify:track:6EFryfyWOobzFCBDB9qbrz
735,Banned from TV,Lil Uzi Vert,177280,11,0,4,0.109,0.69,0.565,0.0,0.274,-5.772,0.0854,0.457,130.025,50,spotify:track:0Ux97Dqx5amaRrDvHbEfjm
736,Super Saiyan,Lil Uzi Vert,146571,10,0,4,0.187,0.855,0.775,0.0,0.15,-3.856,0.392,0.37,128.067,53,spotify:track:2sO7QVPRKEPyY5RcG3N6Ic
737,7AM,Lil Uzi Vert,219712,7,1,4,0.275,0.638,0.526,0.0,0.462,-8.401,0.131,0.301,139.054,66,spotify:track:4v1P7JCjehbg5TmLQo2mFy
738,Yamborghini Dream (feat. Young Thug),Lil Uzi Vert,227571,7,1,4,0.423,0.75,0.734,0.0,0.293,-4.993,0.218,0.364,118.869,53,spotify:track:2QBxdLNImwEDJCzI0Yzeka
